level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3368	2380	-1	
2	1	1	0	0	0	62	241	3214	2029	-1	
3	1	1	1	0	0	66	241	3210	2029	-1	
4	1	1	1	1	0	1649	241	148	40	-1	
5	1	1	1	1	1	1759	237	42	48	25.648933	ماما
5	1	1	1	1	2	1750	237	6	48	64.606445	ن
5	1	1	1	1	3	1709	237	24	48	37.360924	امن
5	1	1	1	1	4	1649	241	148	40	40.222279	ای
4	1	1	1	2	0	1200	362	1054	47	-1	
5	1	1	1	2	1	2140	362	114	47	92.664398	گزارش
5	1	1	1	2	2	2026	362	96	47	92.759079	سوابق
5	1	1	1	2	3	1993	382	15	27	93.136528	و
5	1	1	1	2	4	1921	374	54	35	86.667870	ریز
5	1	1	1	2	5	1781	362	109	47	91.394684	دستمزد
5	1	1	1	2	6	1713	358	54	58	92.736671	بعد
5	1	1	1	2	7	1660	358	34	58	93.248642	از
5	1	1	1	2	8	1587	358	59	58	92.785126	سال
5	1	1	1	2	9	1200	365	222	35	47.296974	۱-۳
4	1	1	1	3	0	471	477	2409	49	-1	
5	1	1	1	3	1	2829	477	51	47	81.240288	اين
5	1	1	1	3	2	2714	477	97	47	92.542152	سوابق
5	1	1	1	3	3	2621	477	76	47	91.192940	صرفا
5	1	1	1	3	4	2516	487	87	36	93.026642	جهت
5	1	1	1	3	5	2410	477	88	49	91.205200	اطلاع
5	1	1	1	3	6	2320	477	72	47	92.279373	بوده
5	1	1	1	3	7	2287	464	17	66	93.245354	و
5	1	1	1	3	8	2181	477	211	47	92.623802	سوابق
5	1	1	1	3	9	2069	477	94	49	89.966171	قطعی
5	1	1	1	3	10	2040	464	22	66	92.971947	و
5	1	1	1	3	11	1954	477	97	47	93.056213	قابل
5	1	1	1	3	12	1834	477	102	33	89.968109	استناد
5	1	1	1	3	13	1722	477	95	47	91.432434	توسط
5	1	1	1	3	14	1618	482	85	39	92.358734	شعب
5	1	1	1	3	15	1572	489	28	31	93.281281	به
5	1	1	1	3	16	1460	477	94	48	96.753227	هنكام
5	1	1	1	3	17	1361	477	81	47	88.699013	احراز
5	1	1	1	3	18	1242	477	103	47	86.895325	شرایط
5	1	1	1	3	19	1144	492	65	32	92.240021	بهره
5	1	1	1	3	20	1033	489	94	33	91.783073	مندی
5	1	1	1	3	21	991	477	24	47	93.130760	از
