level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2526	1785	-1	
2	1	1	0	0	0	50	181	2407	1521	-1	
3	1	1	1	0	0	50	181	2407	1521	-1	
4	1	1	1	1	0	1236	181	112	30	-1	
5	1	1	1	1	1	1320	177	33	38	9.706863	انا
5	1	1	1	1	2	1308	177	7	38	0.000000	ن
5	1	1	1	1	3	1282	177	17	38	0.000000	من
5	1	1	1	1	4	1236	181	112	30	42.252983	اجأ
4	1	1	1	2	0	899	269	791	41	-1	
5	1	1	1	2	1	1612	268	78	44	91.892654	گزارش
5	1	1	1	2	2	1524	268	74	44	92.572838	سوابق
5	1	1	1	2	3	1495	287	11	20	93.181732	و
5	1	1	1	2	4	1440	281	41	26	89.323685	ریز
5	1	1	1	2	5	1337	268	89	44	92.464737	دستمزد
5	1	1	1	2	6	1286	268	41	44	92.904068	بعد
5	1	1	1	2	7	1253	272	18	35	93.168755	از
5	1	1	1	2	8	1191	268	44	44	92.848557	سال
5	1	1	1	2	9	899	269	168	41	25.040398	۴-۰۳۳"(
4	1	1	1	3	0	354	358	1807	37	-1	
5	1	1	1	3	1	2122	358	39	36	95.632164	اين
5	1	1	1	3	2	2036	358	73	36	91.680893	سوابق
5	1	1	1	3	3	1958	358	57	37	92.275398	صرفا
5	1	1	1	3	4	1898	354	46	45	91.469574	جهت
5	1	1	1	3	5	1808	358	215	37	91.813324	اطلاع
5	1	1	1	3	6	1741	358	53	36	92.276352	بوده
5	1	1	1	3	7	1715	354	15	45	93.278999	و
5	1	1	1	3	8	1636	358	158	36	92.477798	سوابق
5	1	1	1	3	9	1557	358	61	37	91.996727	قطعی
5	1	1	1	3	10	1531	354	16	45	92.328056	و
5	1	1	1	3	11	1465	358	157	37	91.869843	قابل
5	1	1	1	3	12	1376	358	76	25	92.784027	استناد
5	1	1	1	3	13	1291	359	69	34	89.199966	توسط
5	1	1	1	3	14	1214	366	63	25	91.216064	شعب
5	1	1	1	3	15	1185	354	32	45	93.253494	به
5	1	1	1	3	16	1095	359	105	36	95.267075	هنكام
5	1	1	1	3	17	1021	358	61	36	89.967163	احراز
5	1	1	1	3	18	931	358	78	36	77.596687	شرایط
5	1	1	1	3	19	858	370	49	24	92.635536	بهره
5	1	1	1	3	20	775	367	70	25	90.082703	مندی
5	1	1	1	3	21	744	358	17	36	93.154831	از
5	1	1	1	3	22	653	358	79	36	91.023911	مزایای
5	1	1	1	3	23	567	359	73	36	90.414536	قانونی
5	1	1	1	3	24	495	358	58	37	92.425407	اعلام
5	1	1	1	3	25	402	358	80	35	91.151558	خواهد
5	1	1	1	3	26	350	354	37	45	93.201073	شد
4	1	1	1	4	0	529	461	1910	45	-1	
5	1	1	1	4	1	2376	469	63	30	91.269920	شماره
5	1	1	1	4	2	2314	477	51	20	73.648056	بیمه:
5	1	1	1	4	3	2067	472	174	24	23.797821	۲«
5	1	1	1	4	4	1678	462	32	43	92.484749	نام:
5	1	1	1	4	5	1397	462	72	43	93.009445	سمانه
5	1	1	1	4	6	841	469	26	31	95.823181	نام
5	1	1	1	4	7	726	469	104	31	92.730194	خانوادگی:
5	1	1	1	4	8	529	461	119	45	77.021210	خورشیدی
4	1	1	1	5	0	490	544	1950	31	-1	
5	1	1	1	5	1	2411	544	29	21	96.482819	كد
5	1	1	1	5	2	2354	544	46	31	89.289368	ملی:
5	1	1	1	5	3	2119	545	121	22	42.672836	۹۶۹۷
5	1	1	1	5	4	2064	545	46	22	35.362999	.ا
5	1	1	1	5	5	1650	544	63	30	93.084320	شماره
5	1	1	1	5	6	1534	544	105	21	53.079971	شناسنامه: ‏
5	1	1	1	5	7	1395	545	68	23	90.130196	۳۶۵۶
5	1	1	1	5	8	811	544	53	31	96.739891	تاريخ
5	1	1	1	5	9	753	544	46	30	81.965759	تولد:
5	1	1	1	5	10	586	545	55	24	51.628311	۶
5	1	1	1	5	11	490	545	84	24	50.885052	۱-۶
4	1	1	1	6	0	428	655	2029	40	-1	
5	1	1	1	6	1	2437	658	20	26	67.842514	2۲
